11.05.2018 21:56:39|1     |Debit  |-3$
11.05.2018 21:56:42|1     |Debit  |-3$
11.05.2018 21:56:45|1     |Debit  |-3$
11.05.2018 21:56:48|1     |Debit  |-3$
11.05.2018 21:56:48|2     |Debit  |-5$
11.05.2018 21:56:51|1     |Debit  |-3$
11.05.2018 21:56:51|2     |Debit  |-5$
11.05.2018 21:56:54|1     |Debit  |-3$
11.05.2018 21:56:54|2     |Debit  |-5$
11.05.2018 21:56:54|3     |Debit  |-2$
11.05.2018 21:56:57|1     |Debit  |-3$
11.05.2018 21:56:57|2     |Debit  |-5$
11.05.2018 21:56:57|3     |Debit  |-2$
11.05.2018 21:57:00|1     |Debit  |-3$
11.05.2018 21:57:00|2     |Debit  |-5$
11.05.2018 21:57:00|3     |Debit  |-2$
11.05.2018 21:57:00|4     |Debit  |-1$
11.05.2018 21:57:03|1     |Debit  |-3$
11.05.2018 21:57:03|2     |Debit  |-5$
11.05.2018 21:57:03|3     |Debit  |-2$
11.05.2018 21:57:03|4     |Debit  |-1$
11.05.2018 21:57:06|1     |Debit  |-3$
11.05.2018 21:57:06|2     |Debit  |-5$
11.05.2018 21:57:06|3     |Debit  |-2$
11.05.2018 21:57:06|4     |Debit  |-1$
11.05.2018 21:57:09|1     |Debit  |-3$
11.05.2018 21:57:09|2     |Debit  |-5$
11.05.2018 21:57:09|3     |Debit  |-2$
11.05.2018 21:57:09|4     |Debit  |-1$
11.05.2018 21:57:12|1     |Debit  |-3$
11.05.2018 21:57:12|2     |Debit  |-5$
11.05.2018 21:57:12|3     |Debit  |-2$
11.05.2018 21:57:12|4     |Debit  |-1$
11.05.2018 21:57:15|1     |Debit  |-3$
11.05.2018 21:57:15|2     |Debit  |-5$
11.05.2018 21:57:15|3     |Debit  |-2$
11.05.2018 21:57:15|4     |Debit  |-1$
11.05.2018 21:57:18|1     |Debit  |-3$
11.05.2018 21:57:18|2     |Debit  |-5$
11.05.2018 21:57:18|3     |Debit  |-2$
11.05.2018 21:57:18|4     |Debit  |-1$
11.05.2018 21:57:21|1     |Debit  |-3$
11.05.2018 21:57:21|2     |Debit  |-5$
11.05.2018 21:57:21|3     |Debit  |-2$
11.05.2018 21:57:21|4     |Debit  |-1$
11.05.2018 21:57:24|1     |Debit  |-3$
11.05.2018 21:57:24|2     |Debit  |-5$
11.05.2018 21:57:24|3     |Debit  |-2$
11.05.2018 21:57:24|4     |Debit  |-1$
11.05.2018 21:57:27|1     |Debit  |-3$
11.05.2018 21:57:27|2     |Debit  |-5$
11.05.2018 21:57:27|3     |Debit  |-2$
11.05.2018 21:57:27|4     |Debit  |-1$
11.05.2018 21:57:30|1     |Debit  |-3$
11.05.2018 21:57:30|2     |Debit  |-5$
11.05.2018 21:57:30|3     |Debit  |-2$
11.05.2018 21:57:30|4     |Debit  |-1$
11.05.2018 21:57:33|1     |Debit  |-3$
11.05.2018 21:57:33|2     |Debit  |-5$
11.05.2018 21:57:33|3     |Debit  |-2$
11.05.2018 21:57:33|4     |Debit  |-1$
11.05.2018 21:57:36|1     |Debit  |-3$
11.05.2018 21:57:36|2     |Debit  |-5$
11.05.2018 21:57:36|3     |Debit  |-2$
11.05.2018 21:57:36|4     |Debit  |-1$
11.05.2018 21:57:39|1     |Debit  |-3$
11.05.2018 21:57:39|2     |Debit  |-5$
11.05.2018 21:57:39|3     |Debit  |-2$
11.05.2018 21:57:39|4     |Debit  |-1$
11.05.2018 21:57:42|1     |Debit  |-3$
11.05.2018 21:57:42|2     |Debit  |-5$
11.05.2018 21:57:42|3     |Debit  |-2$
11.05.2018 21:57:42|4     |Debit  |-1$
11.05.2018 21:57:45|1     |Debit  |-3$
11.05.2018 21:57:45|2     |Debit  |-5$
11.05.2018 21:57:45|3     |Debit  |-2$
